,dut_speed,dut_decel,dut_dist,foe_speed,foe_dist
4425,47.0,4.0,27.0,29.0,20.0
4426,18.0,3.3,58.0,50.0,17.0
4427,34.0,4.5,54.0,10.0,25.0
4428,32.0,9.7,90.0,36.0,40.0
4429,26.0,5.5,14.0,17.0,44.0
4430,41.0,9.8,42.0,41.0,58.0
4431,47.0,4.9,38.0,35.0,3.0
4432,29.0,3.1,94.0,21.0,59.0
4433,28.0,3.3,80.0,25.0,43.0
4434,24.0,3.8,55.0,21.0,45.0
4435,9.0,6.5,52.0,29.0,97.0
4436,8.0,5.9,40.0,14.0,24.0
4437,37.0,6.9,27.0,40.0,70.0
4438,32.0,3.8,45.0,32.0,95.0
4439,10.0,9.9,97.0,22.0,81.0
4440,50.0,6.7,7.0,31.0,70.0
4441,28.0,8.7,60.0,19.0,14.0
4442,17.0,4.9,16.0,28.0,88.0
4443,44.0,6.800000000000001,99.0,48.0,82.0
4444,43.0,6.9,52.0,29.0,99.0
4445,9.0,9.2,55.0,33.0,4.0
4446,43.0,4.7,15.0,24.0,38.0
4447,28.0,6.800000000000001,56.0,11.0,2.0
4448,27.0,9.100000000000001,76.0,25.0,16.0
4449,41.0,9.5,0.0,44.0,90.0
4450,45.0,3.6,55.0,14.0,1.0
4451,9.0,7.4,0.0,31.0,18.0
4452,16.0,4.4,39.0,12.0,33.0
4453,39.0,6.0,30.0,14.0,47.0
4454,41.0,9.8,88.0,20.0,6.0
4455,27.0,9.4,41.0,14.0,68.0
4456,38.0,3.6,30.0,13.0,65.0
4457,18.0,7.1000000000000005,59.0,33.0,32.0
4458,16.0,4.6,66.0,17.0,43.0
4459,29.0,4.1,25.0,20.0,73.0
4460,13.0,9.5,69.0,36.0,42.0
4461,5.0,7.2,47.0,49.0,31.0
4462,14.0,9.5,45.0,46.0,37.0
4463,33.0,10.0,66.0,33.0,22.0
4464,32.0,3.7,97.0,39.0,89.0
4465,15.0,4.3,81.0,48.0,47.0
4466,36.0,6.7,16.0,32.0,23.0
4467,46.0,4.4,86.0,27.0,37.0
4468,22.0,9.3,92.0,40.0,56.0
4469,41.0,4.7,28.0,24.0,57.0
4470,48.0,6.4,39.0,19.0,11.0
4471,25.0,5.300000000000001,32.0,35.0,8.0
4472,46.0,5.800000000000001,62.0,47.0,80.0
4473,8.0,5.7,12.0,21.0,3.0
4474,24.0,3.7,55.0,49.0,69.0
4475,34.0,4.8,77.0,25.0,19.0
4476,31.0,6.1,20.0,31.0,56.0
4477,10.0,7.3,73.0,36.0,33.0
4478,9.0,4.5,35.0,47.0,29.0
4479,34.0,8.0,11.0,31.0,44.0
4480,18.0,9.100000000000001,66.0,16.0,82.0
4481,14.0,5.9,29.0,21.0,73.0
4482,48.0,3.6,24.0,47.0,59.0
4483,27.0,6.5,69.0,27.0,20.0
4484,21.0,7.800000000000001,54.0,18.0,10.0
4485,10.0,3.2,46.0,45.0,21.0
4486,20.0,4.4,62.0,47.0,78.0
4487,10.0,5.0,54.0,29.0,86.0
4488,39.0,4.6,64.0,43.0,69.0
4489,39.0,8.4,96.0,22.0,17.0
4490,46.0,9.9,11.0,13.0,56.0
4491,36.0,9.9,14.0,18.0,60.0
4492,36.0,6.1,61.0,22.0,68.0
4493,16.0,6.7,82.0,27.0,48.0
4494,35.0,3.9,65.0,31.0,84.0
4495,7.0,3.6,3.0,29.0,75.0
4496,30.0,4.3,20.0,18.0,69.0
4497,40.0,9.3,23.0,38.0,32.0
4498,10.0,3.0,52.0,48.0,81.0
4499,24.0,9.7,65.0,48.0,52.0
4500,36.0,3.1,52.0,28.0,85.0
4501,31.0,4.0,60.0,37.0,86.0
4502,34.0,4.5,68.0,15.0,9.0
4503,38.0,6.4,33.0,31.0,36.0
4504,48.0,5.800000000000001,79.0,13.0,28.0
4505,10.0,9.8,8.0,45.0,9.0
4506,47.0,5.5,81.0,42.0,9.0
4507,49.0,8.2,17.0,23.0,100.0
4508,30.0,7.2,66.0,15.0,85.0
4509,35.0,3.5,80.0,29.0,52.0
4510,9.0,9.600000000000001,95.0,48.0,84.0
4511,13.0,3.1,18.0,43.0,81.0
4512,41.0,6.9,68.0,43.0,67.0
4513,19.0,9.8,33.0,15.0,62.0
4514,48.0,7.4,36.0,15.0,13.0
4515,7.0,9.5,51.0,21.0,76.0
4516,43.0,3.3,28.0,50.0,54.0
4517,25.0,4.2,43.0,31.0,32.0
4518,28.0,6.1,18.0,40.0,6.0
4519,25.0,7.2,18.0,36.0,33.0
4520,10.0,7.3,14.0,13.0,42.0
4521,38.0,3.2,38.0,16.0,16.0
4522,5.0,5.0,11.0,49.0,2.0
4523,49.0,4.3,66.0,48.0,13.0
4524,13.0,9.0,3.0,37.0,67.0
4525,11.0,6.0,18.0,44.0,74.0
4526,28.0,8.5,31.0,26.0,69.0
4527,22.0,6.4,39.0,36.0,92.0
4528,18.0,4.6,25.0,28.0,59.0
4529,7.0,4.1,57.0,27.0,39.0
4530,27.0,7.7,73.0,37.0,32.0
4531,14.0,6.0,22.0,12.0,13.0
4532,41.0,3.3,77.0,27.0,18.0
4533,24.0,9.0,70.0,41.0,91.0
4534,14.0,7.7,96.0,33.0,42.0
4535,29.0,6.800000000000001,42.0,24.0,98.0
4536,39.0,4.7,57.0,10.0,77.0
4537,12.0,7.7,16.0,26.0,74.0
4538,47.0,7.0,69.0,26.0,36.0
4539,24.0,8.4,68.0,46.0,4.0
4540,26.0,7.2,31.0,34.0,36.0
4541,49.0,5.2,46.0,19.0,82.0
4542,49.0,6.5,62.0,48.0,49.0
4543,25.0,5.800000000000001,59.0,44.0,62.0
4544,13.0,9.4,47.0,48.0,51.0
4545,28.0,8.600000000000001,22.0,29.0,82.0
4546,32.0,4.4,45.0,36.0,31.0
4547,44.0,9.2,11.0,14.0,88.0
4548,26.0,6.5,60.0,50.0,70.0
4549,42.0,5.800000000000001,73.0,11.0,14.0
4550,16.0,9.2,44.0,19.0,42.0
4551,41.0,5.4,15.0,33.0,4.0
4552,44.0,6.800000000000001,4.0,15.0,34.0
4553,34.0,4.5,30.0,38.0,84.0
4554,11.0,4.1,12.0,13.0,12.0
4555,18.0,8.4,46.0,46.0,86.0
4556,17.0,3.6,83.0,12.0,34.0
4557,28.0,4.3,3.0,31.0,30.0
4558,31.0,5.2,54.0,33.0,45.0
4559,7.0,7.800000000000001,83.0,34.0,27.0
4560,48.0,3.9,74.0,48.0,63.0
4561,23.0,9.8,4.0,44.0,41.0
4562,45.0,5.2,65.0,43.0,23.0
4563,11.0,4.7,24.0,28.0,100.0
4564,20.0,7.4,52.0,28.0,41.0
4565,49.0,6.6,93.0,22.0,2.0
4566,23.0,4.5,100.0,27.0,10.0
4567,31.0,4.6,86.0,18.0,92.0
4568,17.0,3.7,33.0,45.0,53.0
4569,31.0,6.1,63.0,25.0,84.0
4570,30.0,9.100000000000001,29.0,14.0,53.0
4571,14.0,6.300000000000001,64.0,19.0,67.0
4572,24.0,8.600000000000001,82.0,49.0,39.0
4573,32.0,3.9,95.0,30.0,78.0
4574,35.0,8.0,35.0,25.0,2.0
4575,15.0,8.8,18.0,25.0,6.0
4576,47.0,10.0,58.0,40.0,45.0
4577,10.0,5.0,13.0,45.0,25.0
4578,41.0,8.9,33.0,49.0,96.0
4579,41.0,9.7,49.0,40.0,46.0
4580,44.0,4.4,35.0,37.0,87.0
4581,42.0,3.9,60.0,13.0,66.0
4582,21.0,3.2,67.0,44.0,39.0
4583,49.0,8.3,82.0,41.0,51.0
4584,36.0,6.800000000000001,16.0,25.0,4.0
4585,42.0,9.3,94.0,46.0,81.0
4586,26.0,6.2,56.0,30.0,58.0
4587,43.0,5.9,79.0,49.0,68.0
4588,43.0,4.1,43.0,24.0,15.0
4589,33.0,6.300000000000001,4.0,12.0,49.0
4590,47.0,4.2,93.0,39.0,28.0
4591,24.0,4.0,29.0,23.0,68.0
4592,41.0,6.800000000000001,34.0,44.0,89.0
4593,16.0,9.2,29.0,13.0,99.0
4594,24.0,7.800000000000001,36.0,37.0,18.0
4595,47.0,7.3,66.0,23.0,33.0
4596,47.0,9.9,22.0,44.0,70.0
4597,17.0,3.2,52.0,23.0,36.0
4598,49.0,9.9,11.0,34.0,55.0
4599,29.0,6.1,56.0,30.0,96.0
4600,44.0,6.9,90.0,10.0,59.0
4601,39.0,8.7,7.0,35.0,82.0
4602,23.0,3.4,81.0,36.0,71.0
4603,45.0,6.5,5.0,32.0,58.0
4604,43.0,3.4,18.0,34.0,5.0
4605,18.0,3.2,61.0,18.0,52.0
4606,16.0,5.7,74.0,43.0,22.0
4607,35.0,3.3,11.0,29.0,12.0
4608,49.0,7.1000000000000005,84.0,43.0,92.0
4609,35.0,7.4,19.0,14.0,35.0
4610,7.0,5.0,51.0,42.0,30.0
4611,36.0,4.9,52.0,45.0,51.0
4612,37.0,4.6,97.0,17.0,69.0
4613,28.0,9.2,75.0,16.0,37.0
4614,49.0,7.0,67.0,39.0,6.0
4615,28.0,4.7,11.0,23.0,47.0
4616,7.0,7.3,59.0,49.0,53.0
4617,12.0,6.0,47.0,21.0,68.0
4618,31.0,5.9,14.0,29.0,28.0
4619,11.0,3.7,38.0,16.0,63.0
4620,7.0,6.0,72.0,13.0,58.0
4621,44.0,4.2,66.0,31.0,93.0
4622,7.0,6.2,91.0,14.0,14.0
4623,34.0,8.5,59.0,44.0,73.0
4624,27.0,6.4,50.0,20.0,91.0
4625,49.0,4.5,51.0,16.0,61.0
4626,27.0,8.9,96.0,12.0,38.0
4627,34.0,8.5,4.0,41.0,42.0
4628,26.0,6.800000000000001,45.0,26.0,26.0
4629,32.0,3.7,45.0,16.0,74.0
4630,38.0,7.3,33.0,19.0,73.0
4631,48.0,3.3,5.0,48.0,23.0
4632,11.0,3.9,46.0,36.0,23.0
4633,19.0,4.2,3.0,49.0,59.0
4634,38.0,9.100000000000001,53.0,33.0,21.0
4635,38.0,9.7,80.0,26.0,40.0
4636,44.0,3.0,47.0,18.0,74.0
4637,36.0,3.0,99.0,39.0,64.0
4638,30.0,4.1,31.0,14.0,98.0
4639,41.0,7.0,88.0,41.0,67.0
4640,38.0,3.9,40.0,15.0,29.0
4641,39.0,7.800000000000001,6.0,24.0,59.0
4642,34.0,4.3,82.0,12.0,32.0
4643,34.0,3.8,19.0,31.0,32.0
4644,36.0,3.6,29.0,48.0,92.0
4645,37.0,8.8,93.0,27.0,71.0
4646,33.0,4.2,86.0,48.0,64.0
4647,18.0,7.800000000000001,30.0,35.0,91.0
4648,29.0,8.4,35.0,37.0,60.0
4649,46.0,6.9,94.0,16.0,58.0
4650,39.0,3.2,3.0,30.0,43.0
4651,7.0,3.1,40.0,26.0,76.0
4652,40.0,6.6,70.0,11.0,28.0
4653,40.0,10.0,58.0,13.0,18.0
4654,15.0,4.6,48.0,11.0,92.0
4655,39.0,5.0,2.0,34.0,82.0
4656,25.0,3.6,98.0,36.0,25.0
4657,40.0,5.7,53.0,17.0,97.0
4658,36.0,6.1,60.0,23.0,51.0
4659,49.0,5.5,73.0,32.0,69.0
4660,40.0,9.8,13.0,22.0,93.0
4661,36.0,3.7,92.0,29.0,97.0
4662,11.0,4.7,77.0,42.0,6.0
4663,13.0,8.0,24.0,49.0,37.0
4664,8.0,6.2,68.0,23.0,65.0
4665,49.0,3.1,3.0,46.0,70.0
4666,19.0,6.9,54.0,39.0,47.0
4667,18.0,6.7,72.0,33.0,65.0
4668,37.0,8.2,63.0,18.0,9.0
4669,12.0,5.1,72.0,30.0,14.0
4670,21.0,8.0,10.0,45.0,87.0
4671,29.0,3.7,39.0,19.0,42.0
4672,42.0,7.1000000000000005,100.0,43.0,51.0
4673,41.0,3.0,44.0,15.0,58.0
4674,43.0,7.7,27.0,16.0,57.0
4675,20.0,6.4,5.0,30.0,61.0
4676,28.0,9.8,27.0,14.0,57.0
4677,37.0,9.600000000000001,61.0,21.0,47.0
4678,50.0,6.7,22.0,19.0,67.0
4679,24.0,6.300000000000001,54.0,30.0,4.0
4680,9.0,5.6,76.0,29.0,53.0
4681,46.0,3.3,57.0,30.0,94.0
4682,10.0,7.2,24.0,41.0,47.0
4683,28.0,8.100000000000001,68.0,25.0,27.0
4684,43.0,9.3,62.0,23.0,12.0
4685,40.0,6.9,10.0,29.0,98.0
4686,8.0,4.3,91.0,49.0,96.0
4687,43.0,3.5,82.0,47.0,87.0
4688,30.0,3.9,28.0,11.0,89.0
4689,22.0,4.8,90.0,15.0,32.0
4690,33.0,4.2,100.0,21.0,26.0
4691,36.0,4.3,7.0,16.0,8.0
4692,15.0,3.4,88.0,45.0,2.0
4693,12.0,6.4,85.0,17.0,73.0
4694,47.0,7.5,26.0,15.0,41.0
4695,15.0,6.800000000000001,67.0,47.0,9.0
4696,29.0,7.0,32.0,13.0,18.0
4697,18.0,5.2,25.0,11.0,31.0
4698,40.0,4.5,57.0,29.0,85.0
4699,27.0,8.4,42.0,41.0,17.0
4700,18.0,6.4,29.0,47.0,66.0
4701,15.0,6.300000000000001,25.0,33.0,48.0
4702,22.0,7.3,94.0,24.0,8.0
4703,48.0,3.1,23.0,46.0,94.0
4704,24.0,4.7,69.0,43.0,71.0
4705,24.0,9.100000000000001,30.0,50.0,47.0
4706,37.0,9.9,34.0,22.0,47.0
4707,38.0,9.100000000000001,21.0,27.0,63.0
4708,19.0,3.3,84.0,38.0,17.0
4709,28.0,3.5,22.0,48.0,79.0
4710,14.0,7.2,80.0,44.0,84.0
4711,38.0,4.7,1.0,19.0,48.0
4712,50.0,4.7,28.0,27.0,29.0
4713,43.0,7.2,28.0,44.0,4.0
4714,21.0,6.9,20.0,24.0,92.0
4715,36.0,7.7,62.0,32.0,31.0
4716,15.0,5.1,99.0,16.0,77.0
4717,22.0,4.7,29.0,23.0,50.0
4718,35.0,4.1,97.0,20.0,20.0
4719,17.0,8.0,48.0,28.0,72.0
4720,34.0,8.5,67.0,11.0,49.0
4721,45.0,5.7,66.0,26.0,15.0
4722,45.0,5.4,75.0,39.0,26.0
4723,36.0,5.300000000000001,70.0,32.0,76.0
4724,47.0,10.0,86.0,42.0,95.0
4725,39.0,6.2,40.0,32.0,88.0
4726,25.0,7.0,15.0,34.0,57.0
4727,48.0,5.800000000000001,35.0,48.0,41.0
4728,36.0,6.6,88.0,22.0,78.0
4729,29.0,4.4,30.0,28.0,51.0
4730,33.0,4.4,28.0,41.0,25.0
4731,33.0,9.5,54.0,41.0,98.0
4732,6.0,8.3,50.0,36.0,22.0
4733,21.0,4.9,57.0,45.0,31.0
4734,46.0,4.0,44.0,25.0,21.0
4735,46.0,7.0,41.0,29.0,78.0
4736,12.0,5.1,14.0,28.0,94.0
4737,40.0,3.2,27.0,16.0,57.0
4738,44.0,3.6,46.0,20.0,27.0
4739,15.0,9.9,58.0,26.0,35.0
4740,15.0,3.3,28.0,24.0,48.0
4741,17.0,9.2,46.0,46.0,58.0
4742,31.0,3.7,45.0,20.0,31.0
4743,30.0,8.3,44.0,42.0,39.0
4744,33.0,8.7,11.0,23.0,92.0
4745,6.0,5.2,65.0,23.0,98.0
4746,35.0,7.3,71.0,42.0,61.0
4747,27.0,4.5,79.0,42.0,43.0
4748,39.0,8.2,27.0,16.0,90.0
4749,23.0,7.800000000000001,65.0,28.0,66.0
4750,49.0,5.5,60.0,41.0,99.0
4751,47.0,7.1000000000000005,77.0,17.0,2.0
4752,12.0,8.9,95.0,31.0,44.0
4753,15.0,4.1,87.0,23.0,87.0
4754,44.0,4.8,75.0,11.0,42.0
4755,9.0,7.6000000000000005,22.0,50.0,3.0
4756,42.0,3.8,62.0,50.0,11.0
4757,38.0,4.0,82.0,17.0,85.0
4758,47.0,8.2,51.0,17.0,62.0
4759,43.0,4.2,44.0,21.0,42.0
4760,10.0,5.7,35.0,21.0,31.0
4761,22.0,9.3,50.0,22.0,46.0
4762,22.0,8.7,19.0,17.0,43.0
4763,10.0,7.1000000000000005,90.0,31.0,44.0
4764,9.0,3.8,33.0,48.0,75.0
4765,5.0,3.6,29.0,48.0,36.0
4766,32.0,9.0,38.0,41.0,56.0
4767,16.0,10.0,25.0,26.0,95.0
4768,48.0,4.4,58.0,15.0,32.0
4769,42.0,3.6,29.0,35.0,50.0
4770,33.0,3.1,21.0,16.0,9.0
4771,37.0,4.5,88.0,48.0,52.0
4772,33.0,6.800000000000001,13.0,14.0,48.0
4773,21.0,3.1,57.0,36.0,75.0
4774,43.0,4.0,0.0,13.0,92.0
4775,21.0,7.0,33.0,13.0,69.0
4776,41.0,4.1,14.0,29.0,35.0
4777,35.0,9.0,90.0,31.0,62.0
4778,30.0,3.7,27.0,14.0,76.0
4779,33.0,8.3,33.0,22.0,37.0
4780,23.0,5.9,33.0,45.0,98.0
4781,10.0,5.0,66.0,41.0,76.0
4782,36.0,8.4,75.0,34.0,2.0
4783,48.0,3.5,86.0,12.0,54.0
4784,6.0,5.0,43.0,26.0,33.0
4785,18.0,3.2,39.0,20.0,85.0
4786,35.0,7.0,74.0,27.0,49.0
4787,14.0,7.9,85.0,36.0,89.0
4788,10.0,5.2,84.0,23.0,5.0
4789,24.0,8.2,39.0,13.0,78.0
4790,47.0,9.9,94.0,40.0,85.0
4791,12.0,7.0,14.0,11.0,81.0
4792,23.0,9.5,89.0,50.0,29.0
4793,7.0,9.3,9.0,23.0,5.0
4794,46.0,8.5,61.0,49.0,60.0
4795,31.0,7.7,52.0,28.0,99.0
4796,40.0,7.4,97.0,21.0,0.0
4797,27.0,3.4,65.0,15.0,74.0
4798,21.0,3.1,1.0,17.0,3.0
4799,32.0,7.2,66.0,33.0,24.0
4800,48.0,7.9,79.0,38.0,49.0
4801,21.0,7.4,17.0,48.0,44.0
4802,10.0,9.4,94.0,45.0,31.0
4803,10.0,8.5,22.0,31.0,47.0
4804,6.0,7.5,69.0,30.0,50.0
4805,15.0,8.7,68.0,21.0,89.0
4806,36.0,3.7,17.0,15.0,96.0
4807,17.0,5.0,56.0,30.0,28.0
4808,29.0,4.9,68.0,11.0,27.0
4809,19.0,8.2,75.0,35.0,100.0
4810,19.0,9.2,59.0,31.0,53.0
4811,39.0,7.7,15.0,40.0,31.0
4812,29.0,9.3,87.0,49.0,57.0
4813,26.0,3.4,97.0,42.0,15.0
4814,39.0,6.1,8.0,20.0,93.0
4815,11.0,9.5,12.0,21.0,44.0
4816,13.0,6.2,8.0,45.0,0.0
4817,22.0,3.4,24.0,15.0,100.0
4818,43.0,3.9,84.0,15.0,12.0
4819,31.0,7.7,22.0,17.0,64.0
4820,6.0,4.6,14.0,48.0,8.0
4821,18.0,8.0,95.0,45.0,0.0
4822,37.0,9.7,12.0,25.0,81.0
4823,8.0,10.0,74.0,14.0,87.0
4824,25.0,3.9,69.0,26.0,41.0
4825,30.0,5.800000000000001,41.0,27.0,26.0
4826,50.0,9.2,27.0,44.0,51.0
4827,35.0,6.2,80.0,20.0,66.0
4828,7.0,3.3,33.0,23.0,72.0
4829,24.0,3.7,86.0,27.0,89.0
4830,26.0,3.1,34.0,44.0,19.0
4831,20.0,5.7,38.0,20.0,35.0
4832,39.0,3.9,85.0,41.0,29.0
4833,43.0,4.7,83.0,14.0,56.0
4834,35.0,7.0,43.0,17.0,89.0
4835,21.0,7.7,12.0,26.0,31.0
4836,41.0,8.7,79.0,29.0,84.0
4837,39.0,6.5,29.0,42.0,1.0
4838,17.0,3.2,24.0,26.0,27.0
4839,45.0,8.5,57.0,16.0,34.0
4840,26.0,8.100000000000001,11.0,15.0,62.0
4841,7.0,5.1,3.0,38.0,86.0
4842,23.0,3.2,51.0,21.0,33.0
4843,35.0,5.800000000000001,28.0,37.0,57.0
4844,21.0,9.4,89.0,39.0,14.0
4845,16.0,7.1000000000000005,34.0,30.0,96.0
4846,43.0,9.9,54.0,41.0,77.0
4847,38.0,6.800000000000001,85.0,13.0,88.0
4848,34.0,3.2,61.0,36.0,76.0
4849,36.0,6.300000000000001,49.0,45.0,30.0
4850,22.0,9.8,19.0,31.0,77.0
4851,20.0,5.4,5.0,50.0,30.0
4852,46.0,5.4,27.0,16.0,32.0
4853,39.0,9.600000000000001,51.0,47.0,54.0
4854,35.0,6.300000000000001,64.0,12.0,51.0
4855,16.0,8.600000000000001,63.0,20.0,88.0
4856,45.0,5.300000000000001,63.0,43.0,49.0
4857,6.0,6.800000000000001,14.0,11.0,0.0
4858,32.0,4.6,71.0,12.0,57.0
4859,29.0,4.0,83.0,23.0,47.0
4860,35.0,7.6000000000000005,15.0,22.0,8.0
4861,19.0,8.600000000000001,69.0,11.0,53.0
4862,33.0,7.6000000000000005,51.0,17.0,100.0
4863,26.0,4.5,70.0,23.0,10.0
4864,32.0,7.1000000000000005,95.0,14.0,98.0
4865,47.0,3.8,65.0,23.0,58.0
4866,29.0,8.4,22.0,45.0,67.0
4867,28.0,6.7,53.0,36.0,19.0
4868,40.0,7.0,34.0,17.0,55.0
4869,37.0,7.9,27.0,41.0,75.0
4870,29.0,6.800000000000001,57.0,50.0,34.0
4871,30.0,8.100000000000001,8.0,25.0,6.0
4872,27.0,9.2,82.0,37.0,33.0
4873,34.0,6.0,70.0,32.0,22.0
4874,49.0,9.9,32.0,24.0,29.0
4875,37.0,6.2,14.0,42.0,76.0
4876,7.0,9.0,71.0,17.0,45.0
4877,36.0,3.2,27.0,38.0,75.0
4878,35.0,9.0,26.0,18.0,83.0
4879,31.0,5.6,58.0,22.0,78.0
4880,45.0,7.0,91.0,30.0,5.0
4881,10.0,9.4,84.0,29.0,39.0
4882,27.0,7.9,4.0,36.0,88.0
4883,40.0,5.5,61.0,14.0,60.0
4884,29.0,5.9,84.0,30.0,99.0
4885,40.0,3.7,72.0,46.0,74.0
4886,23.0,5.6,33.0,26.0,73.0
4887,19.0,8.4,20.0,45.0,60.0
4888,29.0,4.0,46.0,24.0,44.0
4889,5.0,5.2,8.0,17.0,85.0
4890,6.0,5.4,43.0,15.0,19.0
4891,46.0,4.2,36.0,28.0,50.0
4892,20.0,5.9,80.0,39.0,52.0
4893,49.0,3.9,92.0,23.0,79.0
4894,19.0,6.6,23.0,26.0,11.0
4895,39.0,4.3,27.0,37.0,55.0
4896,14.0,8.0,81.0,45.0,55.0
4897,43.0,8.8,25.0,34.0,53.0
4898,10.0,7.800000000000001,49.0,11.0,19.0
4899,35.0,3.1,34.0,32.0,25.0
4900,23.0,3.4,7.0,18.0,36.0
4901,15.0,9.9,57.0,42.0,28.0
4902,48.0,4.6,48.0,28.0,74.0
4903,38.0,8.8,48.0,25.0,38.0
4904,27.0,4.0,12.0,35.0,97.0
4905,39.0,7.7,89.0,15.0,76.0
4906,34.0,9.0,9.0,17.0,20.0
4907,12.0,7.7,21.0,17.0,92.0
4908,34.0,8.3,22.0,36.0,56.0
4909,42.0,8.600000000000001,8.0,32.0,65.0
4910,33.0,3.8,94.0,20.0,100.0
4911,7.0,8.100000000000001,42.0,44.0,83.0
4912,47.0,7.3,15.0,21.0,44.0
4913,35.0,4.7,33.0,45.0,85.0
4914,46.0,7.3,43.0,37.0,10.0
4915,35.0,6.9,13.0,40.0,86.0
4916,16.0,5.9,12.0,13.0,33.0
4917,18.0,8.9,54.0,45.0,95.0
4918,8.0,8.8,25.0,18.0,86.0
4919,18.0,9.7,37.0,33.0,47.0
4920,16.0,7.0,86.0,45.0,60.0
4921,6.0,9.8,68.0,18.0,95.0
4922,37.0,7.0,22.0,17.0,61.0
4923,5.0,7.800000000000001,38.0,39.0,82.0
4924,19.0,7.7,79.0,32.0,35.0
4925,43.0,3.4,3.0,21.0,49.0
4926,31.0,9.9,37.0,20.0,96.0
4927,22.0,8.100000000000001,4.0,25.0,77.0
4928,14.0,8.7,38.0,47.0,1.0
4929,22.0,4.2,22.0,16.0,26.0
4930,33.0,7.7,63.0,34.0,6.0
4931,18.0,7.800000000000001,58.0,15.0,44.0
4932,50.0,6.4,1.0,23.0,35.0
4933,27.0,5.7,81.0,35.0,24.0
4934,28.0,7.6000000000000005,36.0,36.0,12.0
4935,30.0,3.5,77.0,34.0,84.0
4936,17.0,6.300000000000001,31.0,28.0,33.0
4937,35.0,9.7,2.0,33.0,42.0
4938,47.0,3.1,56.0,44.0,51.0
4939,10.0,3.7,40.0,42.0,39.0
4940,17.0,4.6,42.0,47.0,80.0
4941,29.0,9.7,32.0,11.0,38.0
4942,13.0,3.9,18.0,24.0,84.0
4943,39.0,6.5,42.0,19.0,23.0
4944,28.0,8.8,36.0,18.0,56.0
4945,9.0,10.0,19.0,33.0,52.0
4946,35.0,8.600000000000001,34.0,28.0,62.0
4947,25.0,6.9,88.0,17.0,7.0
4948,35.0,7.9,21.0,20.0,95.0
4949,16.0,3.9,9.0,49.0,92.0
4950,34.0,3.2,70.0,23.0,33.0
4951,29.0,4.9,69.0,33.0,95.0
4952,40.0,9.5,98.0,26.0,63.0
4953,9.0,8.600000000000001,1.0,41.0,91.0
4954,38.0,9.8,65.0,12.0,50.0
4955,9.0,8.7,46.0,19.0,65.0
4956,17.0,5.800000000000001,92.0,29.0,11.0
4957,17.0,9.0,92.0,42.0,75.0
4958,35.0,4.2,84.0,10.0,52.0
4959,8.0,5.800000000000001,34.0,19.0,72.0
4960,30.0,5.0,77.0,30.0,46.0
4961,8.0,4.9,79.0,19.0,74.0
4962,32.0,6.1,40.0,40.0,7.0
4963,30.0,3.4,20.0,21.0,10.0
4964,12.0,5.800000000000001,82.0,43.0,64.0
4965,38.0,4.2,49.0,16.0,49.0
4966,39.0,3.4,20.0,47.0,0.0
4967,43.0,6.0,72.0,34.0,17.0
4968,15.0,8.0,99.0,34.0,32.0
4969,41.0,5.0,50.0,44.0,73.0
4970,9.0,6.4,12.0,24.0,42.0
4971,24.0,7.9,71.0,40.0,3.0
4972,48.0,6.7,58.0,49.0,80.0
4973,19.0,3.3,91.0,50.0,50.0
4974,37.0,7.3,18.0,31.0,64.0
4975,41.0,8.9,94.0,30.0,75.0
4976,32.0,8.9,34.0,26.0,73.0
4977,12.0,7.800000000000001,3.0,21.0,99.0
4978,13.0,6.9,90.0,49.0,93.0
4979,9.0,9.2,88.0,23.0,60.0
4980,16.0,3.5,74.0,26.0,69.0
4981,7.0,7.5,35.0,27.0,50.0
4982,31.0,8.600000000000001,35.0,37.0,51.0
4983,38.0,4.0,12.0,40.0,69.0
4984,11.0,7.2,73.0,46.0,73.0
4985,49.0,4.6,24.0,46.0,64.0
4986,34.0,8.3,76.0,12.0,64.0
4987,42.0,8.100000000000001,58.0,39.0,54.0
4988,7.0,7.1000000000000005,14.0,28.0,40.0
4989,39.0,3.7,27.0,11.0,85.0
4990,39.0,7.7,1.0,16.0,73.0
4991,48.0,5.0,53.0,18.0,91.0
4992,28.0,4.2,70.0,15.0,7.0
4993,27.0,4.0,1.0,31.0,56.0
4994,25.0,6.6,46.0,16.0,62.0
4995,30.0,9.600000000000001,51.0,21.0,14.0
4996,15.0,5.5,11.0,22.0,14.0
4997,16.0,6.6,21.0,33.0,61.0
4998,38.0,5.0,81.0,37.0,39.0
4999,40.0,9.9,33.0,48.0,73.0
5000,25.0,8.4,62.0,18.0,13.0
5001,25.0,7.9,18.0,35.0,95.0
5002,19.0,4.6,89.0,44.0,94.0
5003,17.0,6.4,41.0,13.0,42.0
5004,38.0,9.4,69.0,49.0,82.0
5005,38.0,4.9,81.0,19.0,83.0
5006,30.0,3.1,61.0,16.0,60.0
5007,24.0,5.7,11.0,25.0,11.0
5008,11.0,6.4,1.0,34.0,7.0
5009,39.0,3.3,7.0,24.0,95.0
5010,45.0,6.9,55.0,16.0,66.0
5011,43.0,5.6,7.0,25.0,7.0
5012,29.0,5.7,78.0,48.0,37.0
5013,27.0,9.7,1.0,16.0,75.0
5014,32.0,5.0,37.0,44.0,97.0
5015,46.0,8.8,13.0,25.0,86.0
5016,32.0,7.2,27.0,20.0,31.0
5017,28.0,8.5,7.0,47.0,53.0
